id,text,label
9960,what is the apr on my chase visa,apr
7750,tell me what time zone portugal uses,timezone
7794,which timezone is las vegas in,timezone
18440,is it okay if i change your name to mud,change_ai_name
5926,what time is it right now in paris,time
19167,i am currently out of q tips and need more ordered right away,order
12305,a large french fry has how many calories,calories
15600,change mode to whisper,whisper_mode
19548,please set a timer to go off in 45 minutes,timer
17497,"how do i share where i am, with another person",share_location
12824,how can you schedule a meeting for me,schedule_meeting
4440,could i get some more checkbooks sent to me,order_checks
15632,let's switch to whisper voice,whisper_mode
7221,could you put a stop on my bank account,freeze_account
13441,"increase the volume level to 4, please",change_volume
17657,play me some music,play_music
446,what time is it in california,time
8852,"could you repeat that, please",repeat
21609,can you verify the doors are locked,smart_home
21665,what's today's weather,weather
14970,can you convert 2 inches into meters,measurement_conversion
19957,i don't have an answer for that,maybe
11693,can i use coconut oil instead of olive oil,ingredient_substitution
17210,send a text and tell chris i’m not working today,text
3771,i'm looking for flights that depart on the 3rd and return on z from monday to friday,book_flight
16695,i'd like my paychecks direct deposited in my navyfed checking account,direct_deposit
12350,how many calories are in spaghetti and meat sauce,calories
11983,what do i have left to do on my to-do list,todo_list
2081,remind me to exercise,reminder_update
22087,share my location with google,share_location
16733,could you help me find the interest on my chase account,interest_rate
20147,what is the time zone of china,timezone
16437,would you reset your factory settings,reset_settings
17865,are you considered a bot,are_you_a_bot
2691,set 4 as the volume,change_volume
1224,please tell me what my credit score is,credit_score
22128,please play the song that goes like this: jingle bells jingle bells jingle all the way,play_music
19862,please call me charlile from here on out ok,change_user_name
18939,can you find me a recipe for pie,recipe
21914,what do you go by,what_is_your_name
21077,how many calories are in mashed potatoes,calories
12435,"my card is cracked, please tell the card company",damaged_card
6779,i know it could be either one,maybe
12106,where are w-2 forms given,w2
16450,tell me how i can reset to factory settings,reset_settings
16015,how many holiday days do i have left to use,pto_balance
1227,can you check my credit score,credit_score
9349,what benefits do i have with my insurance,insurance
4164,can you share a humorous joke with me,tell_joke
5889,when will my card replacement arrive,replacement_card_duration
2117,my capital one visa was taken without permission,report_lost_card
8468,how is the approval of my day off progressing,pto_request_status
8405,have i been approved for vacation yet,pto_request_status
20343,i think i lost my luggage,lost_luggage
5392,tell me how to request vacation,pto_request
3501,where is the nearest marijuana dispensary to kentucky fried chicken,directions
6968,i'd like a reservation for 2 at olive garden for 5 pm today,restaurant_reservation
17424,give my current location to robyn now,share_location
14677,what scheduled meetings do i have today,meeting_schedule
4970,research the meaning of life,meaning_of_life
19196,i want everything on my shopping list ordered,order
1371,what is the recommended interval to get my oil changed,oil_change_when
17634,can you put on music by beach house,play_music
17337,"i need the dollar amount due on my verizon bill, please",bill_balance
22461,"i am now out of checks, how do i order new ones",order_checks
16026,how many vacation days do i have for the year,pto_balance
11485,remind me tommorow at 3pm i have a doctors appointment,reminder_update
22238,put this in my workout playlist,update_playlist
14260,what reason could the bank have had for blocking my account,account_blocked
11260,i got to know how long can i keep pizza in the freezer for before it goes bad,food_last
12423,my card is damaged and unusable,damaged_card
3526,tell me how to spell curiosity,spelling
8653,can i please get a new card,new_card
1306,what did you just say,repeat
11151,please roll the dice,roll_dice
6473,where were you given birth,where_are_you_from
10634,what's the total pto i've used,pto_used
9032,when should i change the oil in my car,oil_change_when
1978,thank you for that response,thank_you
9702,are my tire's air pressure good enough to drive on,tire_pressure
8311,what amount did i spend last week,spending_history
11262,how long can i leave pizza in the fridge,food_last
6483,"up until now, what place was your home base",where_are_you_from
1705,retrieve events on my calendar,calendar
17489,share my gps location with steve,share_location
5187,i need to know where my phone is,find_phone
11201,when will my eggs go bad,food_last
8967,do you know the mpg for this vehicle,mpg
10091,how healthy are lunchables,nutrition_info
2092,are you able to remind me about something,reminder_update
17062,i want to buy a plane ticket to travel from miami to honolulu on the 29th of february i need a return flight on march 5th,book_flight
14666,is mr ceo waiting me now,meeting_schedule
7740,what timezone is lima in,timezone
15623,do not talk so loudly,whisper_mode
5948,"given my time, what time is it in mst",time
3399,do americans need visas in canada,international_visa
4356,what's my salary,income
4562,how would i say pleased to meet you if i were japanese,translate
2179,i need you to phone sal,make_call
3063,what is needed to cook lasagna,ingredients_list
8271,i need help paying my store bill,pay_bill
9777,i want to know how low the air in my tires are,tire_pressure
20263,how much did i spend on shcool due last year,spending_history
22342,what do i need to jump start a battery,jump_start
15649,"change to whisper mode, please",whisper_mode
6771,i'm uncertain,maybe
2205,can you set the alarm for noon,alarm
21345,how long is the wait at buffalo wild wings,how_busy
2068,what are the minutes needed to cook the meal,cook_time
9841,no way!,no
17230,text sal and tell them hi,text
6336,you can call me cindy,change_user_name
20667,add up 8 and 7,calculator
3823,can you text walt and tell him to meet me at the car wash,text
7022,how much is in savings,balance
4876,i need to know what adumbrate means can you look it up for me now,definition
15033,can you please dim the lights,smart_home
20713,look up carry-on rules for american airlines,carry_on
8733,what if i lost my luggage,lost_luggage
8939,calculate car mpg,mpg
2155,could steak be used instead of chicken,ingredient_substitution
12235,when do i have to pay my water bill by,bill_due
21544,find list of ingredients i would need to bake a funnel cake,ingredients_list
11943,iterate the items on my todo list,todo_list
18191,add this song to my post-rock playlist,update_playlist
22140,"you can remove the wedding from my calendar for march 12, 2019",calendar_update
16058,how many vacation days do i have left this year,pto_balance
6056,look into the status of the credit card application i submitted recently for my new card,application_status
8001,"i'm craving for italian food, where should i go",restaurant_suggestion
358,i want to speak to you in swiss german,change_language
15248,i need to know my location,current_location
274,can you explain to me how i might boost my credit score,improve_credit_score
6825,search for how to change my oil,oil_change_how
13940,when will my package arrive,order_status
9663,speed up your talking please,change_speed
1070,i need a list of good places to eat near me,restaurant_suggestion
20442,do you think arizona has plenty of bike routes,travel_suggestion
2670,adjust volume setting to 4,change_volume
5842,if i need a new card mailed how long will it take,replacement_card_duration
416,let me know the wait on a replacement credit card,replacement_card_duration
16358,"ai, how are you feeling",greeting
5680,can i change your language,change_language
14624,i wanna know when my meeting is with dan,meeting_schedule
14103,glad we got to talk,goodbye
18525,do you know when you were born,how_old_are_you
15858,will i need a visa to travel to cancun,international_visa
18649,could i rent a car from tuesday to thursday out of lax,car_rental
14593,when did i most recently have my car in the shop,last_maintenance
22297,can you change your name to fred,change_ai_name
19443,i was at target trying to buy candles and my card got declined,card_declined
9861,no that's wrong,no
15300,what's the temperature like in tampa,weather
15570,what is the least amount i can pay for power bill,min_payment
6286,"ai, coin flip",flip_coin
15004,make sure all doors are locked,smart_home
8625,i got to apply for a new credit card,new_card
13664,what's the credit limit on my discovery card,credit_limit
15642,shh please speak with a whisper,whisper_mode
17779,remove the birthday party this friday from my schedule,calendar_update
21209,which electrical plug type should i bring with me to finland,plug_type
16296,can you help me spell facetiousness,spelling
18114,could you insert broken by evanescence to my music,update_playlist
5184,please find my phone,find_phone
12144,where can i obtain a w2 form,w2
16198,how would i get to city hall via bus,directions
10414,what date is it,date
735,get me a table for five at itta bena at three,restaurant_reservation
4809,what is good riddance mean,definition
3558,hello there,greeting
7812,play the next hit,next_song
6903,can you make me a reservation for 4 pm on the 22nd at ruth's,restaurant_reservation
8454,what is the status of my vacation request,pto_request_status
5415,how do i keep my credit score from dropping,improve_credit_score
2018,what is the expiration date for those eg,food_last
17455,please let my mom and dad know my location,share_location
2932,"what is up with my account, why is it blocked",account_blocked
16685,what is required to direct deposit my paycheck,direct_deposit
18092,what date will my hy-vee card need to be renewed,expiration_date
20564,i would prefer not,no
2688,turn down the volume,change_volume
20181,list all purchases of video games,transactions
14803,i'm pretty sure this charge from sam's club is fraudulent,report_fraud
3153,turn on the tv on channel 6,smart_home
7049,i want to get a new shirt; will the money in my td ameritrade account cover it,balance
15726,i don't want you to speak any more for now,cancel
14536,do you remember my last oil change,last_maintenance
9312,what is the name of my health insurance,insurance
20572,negatory,no
15771,cancel that,cancel
21858,how should i spell malignant,spelling
109,what does mature mean,definition
8062,where should i go for good thai food in las vegas,restaurant_suggestion
7832,can we stop this song and play the next one,next_song
10181,i want my schedule for march 2,calendar
1472,remove grocery shopping from todo list,todo_list_update
20952,call contact aj,make_call
4767,make up a timer for me,timer
5676,change your language prefrences japanese,change_language
16523,can i have your name please,what_is_your_name
16252,i want to know how to correctly spell cemetery,spelling
2677,decrease your decibel level,change_volume
1590,that's incorrect,no
11626,can i substitute vinegar for apple cider vinegar,ingredient_substitution
6668,can you tell me the subjects you know best,what_can_i_ask_you
18777,help me jump start my car,jump_start
11359,how long should i expect beef stroganoff to prepare,cook_time
3982,clear my calendar for february 29th,calendar_update
8941,is the fuel economy of this car good or bad,mpg
14329,tell me the name of the song that is playing,what_song
11509,i think my visa card was stolen,report_lost_card
15723,i need you to stop talking now,cancel
19625,can you tell me where my phone is,find_phone
5946,what's the current time in est,time
7660,tell me your guess of what my name is,user_name
22459,i need more checks because i am out,order_checks
4982,what is the meaning of this life,meaning_of_life
11010,many thanks,thank_you
10295,call an uber for 2 people to go to fourth street live,uber
14732,which ingredients does gumbo have,ingredients_list
21969,the credit limit i have needs to be changed,credit_limit_change
19542,10 minutes is what the timer should be set at,timer
2877,how do i change the account pin number for me,pin_change
18456,set your name to hillary,change_ai_name
16433,do a hard reset,reset_settings
21171,arrange a meeting room for 9am on friday,schedule_meeting
16226,tell me how many p's are in apple,spelling
1920,i would like for my phone to be synced with you,sync_device
20835,please roll that dice,roll_dice
17690,use my shower playlist,play_music
4211,whens your birthday,how_old_are_you
5543,i want to hear an interesting fact about dinosaurs,fun_fact
1889,i will be traveling to lima alert my bank,travel_notification
15330,how is it outside,weather
3876,i'd like for this person to know my location,share_location
9427,please get rid off everything on my to do list,todo_list_update
13512,are you working for me or what,who_do_you_work_for
12436,"the dog chewed up my card, will you find out what it takes to get a replacement",damaged_card
5456,what factors can ruin a credit score,improve_credit_score
20271,how much did i spend on grocery shopping recently,spending_history
16444,go back to your normal settings please,reset_settings
11040,"awesome, thanks",thank_you
6491,tell me where you were born,where_are_you_from
448,the time is what,time
14152,have a good one,goodbye
1882,can i get someone to look at my check engine light that is on,schedule_maintenance
16914,tell me your hobbies,what_are_your_hobbies
4507,"can you tell me how i would say, 'more bread please' in french",translate
18632,will i be able to rent a car in boston from march 2 to march 4,car_rental
7090,is there enough money in my account for expenses,balance
12899,what kind of gasoline can this car take,gas_type
822,please block my discover account immediately,freeze_account
15946,do i need to see the doctor for shots before i go to south africa,vaccines
9367,give me info on my health plan,insurance
15669,can you change to the whisper voice setting,whisper_mode
3706,can i increase the credit limit on my capital one card,credit_limit_change
16341,so how is everything,greeting
6783,i have no clue,maybe
3739,what do you like to do during your leisure time,what_are_your_hobbies
8869,"i didnt understand what you just said, can you say it again",repeat
8583,how does my credit score look,credit_score
7655,what name do you know me by,user_name
22096,show my gps location to brittany,share_location
18256,i need you to cancel my reservation for smith's at 6:15,cancel_reservation
13417,please increase the volume to 4 please,change_volume
4200,how old will you be,how_old_are_you
21797,do i need to have any shots to visit chile,vaccines
16265,i don't know how to spell mississippi,spelling
13583,for what person do you work,who_do_you_work_for
74,will you create a timer for me,timer
4150,give me a joke about water,tell_joke
11949,what tasks have i yet to complete off my list,todo_list
10980,please begin pairing with my phone,sync_device
6297,do a coin toss,flip_coin
4839,what does the word ataraxy mean,definition
7724,time zone in miami is what like,timezone
11024,thanks please,thank_you
20317,can you tell me my credit rating,credit_score
3980,delete jury duty from my calendar for may 7th,calendar_update
1553,please speak a bit faster,change_speed
11646,"if a recipe calls for sour cream, can i use yogurt",ingredient_substitution
9047,when do i need my next oil change,oil_change_when
17393,how much is my groceries and gas bill,bill_balance
16152,can a bus get me to the statue of liberty,directions
6642,what kind of things can you answer,what_can_i_ask_you
3652,what is the process of setting up direct deposit,direct_deposit
13131,"i got my new tires a month ago, when should i replace them",tire_change
10000,what's the nutritional info for pizza,nutrition_info
3595,revert to factory settings,reset_settings
9859,what you just said is false,no
7751,nigeria is in which time zone,timezone
3088,what do i need to make brownies,ingredients_list
4899,does life have meaning,meaning_of_life
20354,my luggage is missing off of american airlines flight ab123 out of chicago,lost_luggage
19947,which one i don't know either i guess,maybe
1846,what is the amount of my taken off days so far,pto_used
15051,lock every door on the property,smart_home
20376,can you repeat that please,repeat
3158,the tv turn it on,smart_home
884,what was the company that designed you,who_made_you
5517,what's an interesting tidbit about rivers,fun_fact
7586,how long will it take to get to long beach terminal from long beach airport,distance
21730,whisper to me,whisper_mode
4950,can you tell me life's meaning,meaning_of_life
7992,show me my transactions within the past week,transactions
2110,can you tell me how to report a card lost,report_lost_card
5420,"i want to keep my credit from going down, how do i do this",improve_credit_score
22390,i need a recipe for chicken cordon bleu,recipe
21894,now restore the original settings,reset_settings
22008,i need a flight from the 3rd to the 7th round rip from denver international to new york international,book_flight
8704,it seems my luggage was lost,lost_luggage
11825,can you set an alarm for seven fifteen for tomorrow,alarm
10866,please let my bank know that i will be in uruguay from january to august,travel_notification
10211,call an uber to mcdonalds,uber
4673,transfer money to another account,transfer
8264,i want to pay my water bill,pay_bill
21983,what do you do as a hobby,what_are_your_hobbies
14173,goodbye!,goodbye
7948,pull up my recent transactions on my mastercard,transactions
18251,i would like to cancel my reservations,cancel_reservation
17988,what is left in my gas tank,gas
17171,can you remind me what i put on my shopping list,shopping_list
6476,what city were you born in,where_are_you_from
5790,remind me of the date of my last paycheck,payday
19868,you can call me jason,change_user_name
16103,does home have a starbucks nearby,directions
12336,do cheetos have a lot of calories,calories
840,"i need some help with transferring my 401k, can you help",rollover_401k
5217,does china have any travel alerts i should be aware of,travel_alert
21325,what exactly is my credit limit,credit_limit
7057,do i have enough in my chase account for new nikes,balance
18901,find a recipe for german chocolate cake,recipe
11394,what's the prep time for a garden salad,cook_time
18233,can you cancel my reservation tonight for chris at smith and wollensky,cancel_reservation
19027,what is my salary,income
17478,please tell wanda where i am now,share_location
10987,disconnect from my phone now,sync_device
20443,find the favorite destination for traveling this year,travel_suggestion
1132,i know i should pay my electric bill,pay_bill
7791,is austin in the central timezone,timezone
8553,can you help me find my credit score,credit_score
15218,would you please tell me my current gps coordinates,current_location
1215,i was wondering what my credit score is,credit_score
22321,help me find a car to rent,car_rental
14809,my account has a fraudulent transaction i think,report_fraud
4079,add to my motivational playlist rap god,update_playlist
9522,speak back to me what's on my reminder list,reminder
14497,are there any transaction fees associated with my amex card if i am in france,international_fees
9200,can you get me any recommendations for the place i'm traveling to,travel_suggestion
15447,what percentage of my income is taken out for taxes,taxes
1174,tell me if my vacation was approved yet,pto_request_status
7338,i need your assistance on transfering my 401k,rollover_401k
17750,i shall remove fishing from my calendar for soccer,calendar_update
19672,i need to know if i can put a pto request in for march 10 to march 12,pto_request
17558,how do i redeem my credit card points,redeem_rewards
4919,whats lifes meaning exactly,meaning_of_life
18097,find out for me when my mastercard expires,expiration_date
15744,"ai, stop talking",cancel
21585,what's the equivalent of 1 cup to pounds,measurement_conversion
18032,when will my american express credit card expire,expiration_date
17477,let barbara know where i'm at,share_location
7709,i wanna know what timezone spain is in,timezone
14129,i must say goodbye,goodbye
8169,my starbucks rewards balance is,rewards_balance
5961,what time is it now,time
5095,i need to know how to change my insurance,insurance_change
21094,how can i get a new card that got melted in the sun,damaged_card
22170,are you an actual human,are_you_a_bot
13329,what holiday comes next,next_holiday
20827,roll an 8 sided dice,roll_dice
5605,can we speak in english rather than zulu,change_language
20897,set a reminder for me to request time off,reminder_update
22275,do you know any jokes about librarians,tell_joke
9977,tell me my credit card's annual percentage rate,apr
6824,can you show me how to change the oil for my car,oil_change_how
8552,verify with me my credit score,credit_score
16583,"when referring to you, what name should i use",what_is_your_name
10638,how much of my pto have i depleted,pto_used
17114,pull up my shopping list for me,shopping_list
5200,does north korea have any travel alerts i should be aware of,travel_alert
2445,i want to know what my routing number is,routing
3421,do i need to get any shots before i travel to zimbabwe,vaccines
18930,how do i make tuna salad,recipe
9042,when is my oil change expected,oil_change_when
21825,how do i get to the movie theater by bus,directions
10196,what am i supposed to be doing today,calendar
5576,what is the most fun fact you know about the film industry,fun_fact
3236,what could help me locate myself,current_location
14636,what kind of meetings do i have today,meeting_schedule
7472,who built you,who_made_you
6184,i wanna know when my flight scheduled to board,flight_status
367,when is my paycheck arriving,payday
17933,can my car get to reno with the gas currently in my tank,gas
17290,text my dad for me and tell them i love you,text
12776,would you like to live with a cat or a dog,do_you_have_pets
13528,are you employed by someone else,who_do_you_work_for
7697,so what name do you have for me,user_name
11423,set a reminder for me to take my meds,reminder_update
16832,can you change the limit on my credit please,credit_limit_change
14871,it seems someone conducted a fraudulent transaction on my account,report_fraud
648,which subjects are you the most experienced with,what_can_i_ask_you
4482,do you know why my card got declined,card_declined
13821,do they take reservations at olive garden,accept_reservations
4264,how do i jump start my car,jump_start
7306,tell me if i am able to rollover my 401k,rollover_401k
755,is there enough in my wells fargo account to buy some nike's,balance
11905,do i have cleaning the counters on my to-do list,todo_list
3272,what taxes will i owe from my income,taxes
19820,when am i boarding my flight,flight_status
8402,i want to check on my vacation request,pto_request_status
9968,what apr do i have with my credit card,apr
15163,will you help me book a place to stay from monday to friday in pittsburgh,book_hotel
10192,check my calendar for saturday,calendar
8170,what is the total amount of my starbucks rewards balance,rewards_balance
1240,how do i apply do get myself a visa,new_card
17836,are you a human being or a robot,are_you_a_bot
17840,are you human or a bot,are_you_a_bot
19766,how much time does it take a new card to get mailed to me,replacement_card_duration
2687,louder please,change_volume
6654,what sorts of things am i able to ask of you ai,what_can_i_ask_you
8490,please tell me if my vacation has been approved or not,pto_request_status
12428,"my card split in half, can i report it",damaged_card
8924,what's the mpg for the car when it's on the highway,mpg
5717,do you know when i can expect my next paycheck,payday
16492,i would like you to revert to your factory settings,reset_settings
1641,what's my apr rate,apr
19663,i need to request pto for march 2 and 3,pto_request
4615,need to transfer from one account to my other one,transfer
16666,onpay gives you two convenient ways to pay your employees,direct_deposit
10707,please schedule car maintenance for me,schedule_maintenance
3484,where is the nearest wal mart,directions
14676,tell me what my day looks like today in terms of meetings,meeting_schedule
12346,a bowl of cheerios with milk has how many calories,calories
4447,for my chase account can i order some checkbooks,order_checks
6879,"can you tell me how to change my car's oil, and what type i need to buy",oil_change_how
10507,i need to know how many carry ons i can take on a flight with southwest airlines to houston,carry_on
21237,when should my car's tires be changed,tire_change
13978,is my order already here,order_status
7902,before i pay my walmart credit card did i make any purchases using it recently,transactions
7798,what timezone is boston in,timezone
10279,schedule me an uber to the mall,uber
12674,where do i find the routing number for usaa,routing
11437,set a reminder for me,reminder_update
20141,what timezone do ho chi minh use,timezone
7872,take me to the next song on this playlist,next_song
2925,what could cause a hold on my savings account,account_blocked
7107,"i would like to confirm my 7:30 pm reservation at morton's steakhouse, under michael james",confirm_reservation
12658,what is the routing number for royal,routing
3627,what would you like me to call you,what_is_your_name
21936,tell me the easiest way to set up direct deposit of my paycheck to my chase account,direct_deposit
22245,cancel my reservation at osteria for our party,cancel_reservation
2107,i lost my card and need to report it,report_lost_card
2177,can i make a phone call,make_call
20355,what am i supposed to do if i lost my luggage,lost_luggage
20998,is cleaning the garage on my to do list,todo_list
9948,i need the apr on my visa card,apr
7400,who constructed you,who_made_you
20080,what company is responsible for your design,who_made_you
12473,my card isn't working,damaged_card
6080,what's the current status of the credit card i applied for,application_status
14688,do i have any meetings scheduled between 3 and 5 pm today,meeting_schedule
8433,has the status of my vacation request changed,pto_request_status
8331,could you tell me how much money i spent last week,spending_history
2222,did i put grocery shopping on my todo list,todo_list
8993,how much is my mpg,mpg
9171,yes you are right,yes
15173,"what hotels are near, ny, ny for the 9th to 11th",book_hotel
10579,does delta charge for carry ons,carry_on
10586,please find the rules for carry on when flying with spirit airlines,carry_on
18865,suggest an italian meal to me,meal_suggestion
1471,take grocery shopping off my todo list,todo_list_update
12004,would you change your accent to the male british one,change_accent
15547,"the bill's minimum payment, what is it",min_payment
23,how would i say i am lost if i were japanese,translate
10228,find an uber xl to take me to the kroger near me,uber
11984,is changing the water filter on my to do list right now,todo_list
974,what is the timezone for new york,timezone
3854,what are my bills this month,bill_balance
6477,what's your city of origin,where_are_you_from
12128,where do i get the tax form that i have to report to the irs,w2
20695,what date will it be 7 days from now,date
14308,can you tell me the name of this song,what_song
8937,how much mpg do i have,mpg
13954,please tell me the status of my last online order from walmart,order_status
5945,what's the current time in greenwhich,time
2047,look up recipe time for this,cook_time
10617,tell me how many days i've taken off at this point,pto_used
20626,what do i have going on for 12/03/2019,calendar
8133,how many points have i already accrued on my chase mastercard,rewards_balance
13357,when can i expect my next day off,next_holiday
8302,how much money did i spend at starbucks in the last week,spending_history
12756,would you say you like dogs more or cats more,do_you_have_pets
685,"um, i'm not sure",maybe
10873,i'm travelling to thailand soon and want to inform my bank,travel_notification
20555,please give me the amount of pressure in my car tires,tire_pressure
17835,is this a person talking to me or a computer,are_you_a_bot
1954,i apprecaite the help from you,thank_you
15827,am i in need of an international visa to go to france,international_visa
17281,text william and ask him to pick up organic apples tonight,text
16003,"how many vacation days do i have saved up, please",pto_balance
3397,is a visa necessary for traveling to south africa,international_visa
5210,is there a travel alert for scotland,travel_alert
1552,you talk too slow,change_speed
7343,i have just switched jobs and need assistance with my 401k rollover,rollover_401k
16818,please change the credit limit,credit_limit_change
16718,i gotta find the interest rate for my checking account,interest_rate
8478,i need you to let me know what the status of my day off request is,pto_request_status
20529,please speak faster,change_speed
11743,phone call secretary,make_call
16904,do you have any past-times,what_are_your_hobbies
11525,i would like to have my card reported as stolen,report_lost_card
3211,where is my current location,current_location
7365,what do i do to rollover my 401k,rollover_401k
17855,are you ai,are_you_a_bot
19884,what place do you come from,where_are_you_from
3391,"if i go to columbia, will i need a visa",international_visa
6027,how will i know when my application for a credit card has been processed,application_status
10673,can you tell me how many vacation days i've taken,pto_used
1177,is my request going to be approved for vacation,pto_request_status
22397,i need to find a good way to make chicken soup,recipe
18674,"can you see if i can rent a car from dallas on the dates of march 1, 2019 to march 3, 2019",car_rental
21526,do i have any meetings today between 9 and 10:15,meeting_schedule
5006,how is new insurance gotten,insurance_change
19851,please flip coin,flip_coin
2721,where do you work,who_do_you_work_for
12961,tell me the fuel type used by my car,gas_type
11974,i want to hear my to do list please,todo_list
11573,"my card is stolen, i need to report it",report_lost_card
14400,does my usaa card have international transaction fees,international_fees
8926,how much highway mpg does it get,mpg
9148,"agreed, that's valid",yes
13640,what is my credit limit,credit_limit
15413,how much do i owe for state taxes,taxes
20241,can i get some funds to pay my utility bill,pay_bill
16488,go to factory settings,reset_settings
6893,how easy is it to change your own oil,oil_change_how
1701,what's on my calendar for march 20th,calendar
11841,set alarm for 5pm,alarm
22422,place an order for bread,order
561,please switch my name,change_user_name
5906,let me know the current time in the central timezone,time
1079,x card has earned how many points,rewards_balance
15387,is there a uv or smog alert for tomorrow,weather
5340,i want you to make me a pto request for me for april twenty through may two,pto_request
7089,is there enough money in my discover account for a vacation,balance
14753,what is the ingredient list for an omelette,ingredients_list
20074,how do i rollover my 401k,rollover_401k
5356,can i put in a vacation request with you,pto_request
10001,how healthy are potato skins,nutrition_info
5126,can you find my iphone,find_phone
17292,please send a text,text
19028,how much should my income be for the month,income
14403,does my navy federal card have international transaction fees,international_fees
18818,can you tell me a good indian dish to make,meal_suggestion
20224,how many points do i have with my american express,rewards_balance
5732,when will my next paycheck be,payday
1176,is my vacation approved,pto_request_status
1072,where should i go for food tonight,restaurant_suggestion
11276,how long does bread last in the freezer,food_last
11734,call jim,make_call
8054,show me 5-star dining establishments in nashville,restaurant_suggestion
13601,what is the credit limit for my usaa card,credit_limit
18601,"i want to rent the cheapest car for charlottesville, virginia for march 7th through 10th, that's monday, tuesday, wednesday and thursday",car_rental
21258,how much is usd vs cad,exchange_rate
20637,"check my calendar for march 4th 2019, please",calendar
20566,i meant no,no
788,confirm my reservation for acero at 7,confirm_reservation
14968,how many meters are in 2 inches,measurement_conversion
10529,what are the carry-on rules,carry_on
11465,remind me to bring a jacket in tomorrow,reminder_update
18520,what would your age be,how_old_are_you
11129,i would like a 10 sided die rolled,roll_dice
14538,when did i last have car maintenance,last_maintenance
7787,what timezone is new york in,timezone
13174,how do i know when to change my tires,tire_change
6617,which types of questions can i ask you,what_can_i_ask_you
5024,find the best life insurance for me,insurance_change
22205,when will my visa expire,expiration_date
19925,what questions can you answer,what_can_i_ask_you
373,when's my next pay day,payday
19590,do you know the deeper meaning of life,meaning_of_life
3898,please send my location to rob and mary,share_location
2897,"i enjoyed talking to you, bye",goodbye
6433,what location did you originate at,where_are_you_from
18231,please cancel my reservation for chris at brio,cancel_reservation
342,please let's speak in spanish,change_language
14954,how many teaspoons are in a half a cup,measurement_conversion
10872,i'm travelling to seattle soon and want to inform my bank,travel_notification
11944,do i have an item on my todo list related to shopping,todo_list
2525,what kind of gas should i use for this car,gas_type
22367,i need an italian dinner idea,meal_suggestion
8423,has my supervisor approved my vacation,pto_request_status
4859,what's the meaning of emulsify,definition
16585,"ai, do you like your name",what_is_your_name
21897,set this to my factory settings,reset_settings
1021,how much did i spend on my most recent transaction,transactions
13905,do you know anything about the status of my order,order_status
13230,i must know five dollars in yen and rubles,exchange_rate
10897,let my bank know that i'm going to norway between march 3 and march 5,travel_notification
10472,i need to know what the date is today,date
10224,get an uber to take me to my brother's house in mineola,uber
19789,what time is it in pacific standard time,time
2213,please set the alarm,alarm
19029,give me the low down on my income,income
6005,has the application i put in for a new visa been processed,application_status
800,"find my reservation for steve at crucere's and confirm it, please",confirm_reservation
16754,is there any info on my savings interest rate online,interest_rate
4249,i'm going to need a coupe car in sedona from 5/1 until 5/4,car_rental
120,would you let me know what is the point of life,meaning_of_life
2778,tell me mr joes pizza average wait time,how_busy
21640,can you tell me where i am,current_location
10409,which day will it be five days from now,date
8,what would the word for grass be in finland,translate
5527,tell me a fun fact about mt everest,fun_fact
19600,tell me how to get new insurance,insurance_change
20759,"i'm going to be in canada from october 23rd to november 2nd, so can i let my bank know",travel_notification
18566,can you tell me how old the ai is,how_old_are_you
21704,what's the least i can pay towards this bill,min_payment
12194,where can i get my w2 forms from,w2
15691,i need you to switch to whisper mode,whisper_mode
17605,i'd like to hear my workout playlist,play_music
2975,will i get charged for using my credit card in portland,international_fees
4026,do i have enough gas in my tank to make it to washington dc,gas
13141,how many miles do i drive before i have to get new tires i replaced them four years ago,tire_change
9300,what health benefits are available to me,insurance
2273,change settings to sound like a female,change_accent
8961,what mpg does this car get on the expressway,mpg
8886,can you please sat it one more time,repeat
14991,how can you convert miles to kilometers,measurement_conversion
8028,can you recommend any restaurants,restaurant_suggestion
5495,how to protect my credit score,improve_credit_score
21945,where do i go to get private client account's interest rate,interest_rate
17461,my gps coordiantes will be shared with aunt sunny,share_location
21153,do you own any animals,do_you_have_pets
1429,let me know some things to do in phoenix,travel_suggestion
1767,what is the solution to sixty times thirty,calculator
12959,what kind of gas does this car take,gas_type
10075,how many nutrients are there in a bowl of cereal,nutrition_info
11857,would you set my alarm for 10:00 and another for 3:00,alarm
14945,what is the conversion between tablespoons and cups,measurement_conversion
17070,purchase a flight from boise to sacramento on sunday and returning on wednesday,book_flight
9744,do the tires look a little low on pressure,tire_pressure
16891,can i raise the credit limit for my discover card,credit_limit_change
18334,tell me something funny about politics,tell_joke
6560,x on the shopping list please,shopping_list_update
14910,how many kilos are in 10 pounds,measurement_conversion
14043,please go and change the pin on my bank of america account to be 1234,pin_change
3333,"whisper mode, please",whisper_mode
15529,tell me the minimum i can pay on my cable bill,min_payment
1080,can you give me a points update on my rewards plus card,rewards_balance
22472,i just used my final check order more,order_checks
1675,tell me the nutrition facts for shepherd's pie,nutrition_info
10156,tell me everything on my calendar for may 1,calendar
1139,what's the total i've spent on shoes this month,spending_history
7459,tell me your brand,who_made_you
10142,what is showing on my calendar for the 17th of march,calendar
21335,i need to know my credit's limit,credit_limit
8247,how can i pay my bill,pay_bill
8870,can you say what you just said again,repeat
8947,what's the mpg of this car,mpg
