ID,SOURCE,REVIEW BY,REVIEW DATE,REVIEW SUBJECT,text,REVIEW RATING,REVIEW TYPE
2624,Trip Advisor,PARTH V. PATEL,6/27/2016,NA,"Chant, Hare Krishna Hare Krishna, Krishna Krishna Hare Hare, Hare Rama Hare Rama, Rama Rama Hare Hare ... and be happy. what a place !!! peaceful , calm, heaven , no words to describe, when you are at GOD's place , singing - dancing - chanting the Mahamantra , what else you need? nothing more needed in life other than Krishna Love.... Please go to this lovely place and forget everything in Krishna consciousnesses.... As a devotee of ISKCON i suggest you to go to temple and see how other devotees are preaching about Krishna consciousnesses, take part in aarti , dance with devotees on Krishna Mahamantra and purify your self from all sins you have ever did. Hare Krishna",5,POSITIVE
2625,Google + HK HILL,Partha Poddar,5/22/2017,NA,Just an awesome place....very well maintained and well decorated..... And they are providing free BHOG....hats of to the TEMPLE AUTHORITY.....Bangalore is a very costly place.... So free BHOG .... just awesome.... And very nice and divine place... JAI SHREE KRISHNA,5,POSITIVE
2626,Trip Advisor,Partha_Pratim_Mitra,12/10/2016,Nice weekend visit!,I had been with my colleague to this place. The temple and its premises are very clean. Crowded but this place is good to be.,4,POSITIVE
2627,Trip Advisor,Partner 8a83854d-b2d6-461f-9e1b-97dea280e62e,7/31/2016,NA,Spiritual heaven on earth,5,POSITIVE
2628,Trip Advisor,pasunuri k,9/28/2016,Beautiful temple,The temple is really beautiful and we have been there during the evening time along with family had a great time being there.,5,POSITIVE
2629,Trip Advisor,pathakan,9/30/2013,"Grand, systematic but tedious","A huge temple attracting lots of visitors / foreigners. Quite clean and aesthetically planned. Once you enter the temple you become a part of the system which every visitor has to follow. You simply can not loiter and have to follow the prescribed routes to visit / exit the temple. The route gets congested for a lot of temple vendors selling variety of items including religious books, images of gods and various other wares along the whole route. One has to cover quite a distance following the prescribed path. It becomes very difficult if you are accompanied by children and need to carry them to protect them the sufferings of getting suffocated through the route due to heavy rush of devotees.",3,MIXED
2630,Trip Advisor,Pathika S,5/22/2017,Must visit,"Its the only iskcon temple in Bangalore, around at rajajinagar. Best way to visit all the famous places in Bangalore is to buy Bangalore darshini ticket (its a hop on hop off bus service) which offers an entire day travel, plus has a guide who tells u more on history & stories related to all these places & its a cheaper & convenient option as a lot of places within Bangalore are quite far off distance & traffic is a buzz kill too. I used to visit iskcon temple mainly over the my free weekends when i wanted some peace & tranquility from everyone & everything around me.",5,POSITIVE
2631,Trip Advisor,Patrick R,4/16/2017,Unique experience,"Visiting this Temple allowed us to think about our own beliefs and what it means to believe. We were impressed by its efficiency... ticket, shoes, borrowing dhotis (heads up, it has dressing rules- no exposed knees or legs. We had to deposit 1000 rupees to borrow their dhotis), and admiring several temples as we climbed up. It concluded with many gift shops, concession stands, and book shops. Lots of people were there as is not uncommon wherever you go in India. In sum, the whole experience was different and it was in some way exhilarating. I would recommend checking it out if you are interested in knowing more about Hinduism and what they do there- a total cultural experience with a hint of tourism.",4,NEGATIVE
2632,Google + HK HILL,Paul H,7/2/2015,Hara Krishna temple ISKCON,"Visited this temple during a business trip in Bangaluru and found it to be a very impressive temple. Not only regarding the construction and the way you have to climb your way higher and higher, but also due to the tranquillity found over there. Shoes need to be stored against a small fee and also if you carry bags and camera's this needs to be stored before you may enter the temple. Entrance is not free for tourists, but is worth to pay. Ignore all stands after you've visited the temple as this is very touristic and to my opinion not worth to pay attention",4,POSITIVE
2633,Google + HK HILL,paul m,6/20/2016,A place worth a visit,"The whole expirence was great. The people of the temple are so friendly, helpful and have so much time to explain what is going off. I was there about 2.5 hours and had dinner all in the price of the ticket 300 rupees",5,POSITIVE
2634,Google + HK HILL,Pavan Balaram,2/19/2016,,"Very beautiful temple. Sankirtans, bhajans are very pleasant to hear.",5,POSITIVE
2635,Google + HK HILL,Pavan Kotesh,1/9/2016,,More commercial than religious,2,POSITIVE
2636,Google + HK HILL,pavan kumar reddy,6/16/2017,NA,"Nice place , tasty food",4,POSITIVE
2637,Google + HK HILL,PAVAN KUMAR SM,6/6/2017,NA,A must see place of the silicon city,5,POSITIVE
2638,Google + HK HILL,Pavan Pankaja,3/8/2017,NA,Very nice place to visit god nice food iddli dossa and Jammun were nice,4,POSITIVE
2639,Facebook,Pavan ravula,7/29/2017,NA,"Keep Chanting.. ""Hare Rama Hare Rama Rama Rama Hare Hare... Hare Krishna Hare Krishna Krishna Krishna Hare Hare""... Incredible and Invaluable place... Its Feels Very Special to be in Devotional Path. Felt So Happy With Lord Krishna's Darshan..Hope You all will get the Same and feel the same.May that Lord Krishna Shower All His Merciful blessings on You and all your family members.. Radhe Radhe..",5,POSITIVE
2640,Trip Advisor,pavan reddy,3/31/2017,NA,So beautiful and peaceful place .,5,POSITIVE
2641,Trip Advisor,Pavan Yadav,1/14/2017,NA,I Had Lord Sri krishna. Total world created by God.. God can saves My Future.. God can give Roots to my Life.. I believeS Great Epics Ramadan*Ramayana time Mahabharata(Bhagavata)Historyand Human life. so God will crates my future.. Hare Rama Hare Krishna...,5,POSITIVE
2642,Trip Advisor,pavan548,3/24/2015,lovely and devotional place and well maintained,i have been to this place last may . place is very well maintained and clean unlike other temples. the temple has lovely architecture and its very good to see it in the late evening with all its lighting on . inside its peaceful and has lot of stores for buying devitional / spiritual books and other items along with food items also like lemon jucie corn .... overalll nice place to visit,4,POSITIVE
2643,Trip Advisor,pavankumar_gupta,2/18/2015,A Very Good Scenic Workship Place,A Very Good Place Of Worship On Hill Top With Excellent Place To Spend Few Hours If Not Disturbed By Iskcon Members Regarding Membership Very Good Snacks & Top Quality Veg Food Available Dislike Forced Walking Thru Their Stalls Of books & Food Stalls,3,MIXED
2644,Google + HK HILL,pavankumarraju,11/22/2016,Beautiful temple,"Temple and maintenance is too good. Idols in the temple are beautiful. Can spend some time in the premises of temple for peace of mind. Many shops selling food, prasadam, pooja articles etc in ground floor of temple",5,POSITIVE
2645,Google + HK HILL,Pavithra A,5/28/2016,Sri krishna temple,"Its a good temple. Its near Mahalakshmi layout, Bangalore. Radha and Krishna are worshipped. Its near to Majestic, Bangalore",4,POSITIVE
2646,Google + HK HILL,Pavithra M,6/10/2017,NA,Very pleasant place,5,POSITIVE
2647,Trip Advisor,pawan Kumar,6/19/2017,NA,Nice place to visit,4,POSITIVE
2648,Trip Advisor,Payal Panda,3/14/2017,NA,Most Peaceful and Best Place in Bangalore.,5,POSITIVE
2649,Trip Advisor,Payeld80,8/7/2017,Beautiful place to visit in the evening,"This temple is a beautiful place to visit , especially in the evenings when the temple is illuminated",5,POSITIVE
2650,Trip Advisor,PDL31,1/12/2016,Beautiful and serene place,"A very beautiful Radha-Krishna temple, a must visit atleast once if you are in Bangalore. I have visited many times, feel good in it's peaceful and serene atmosphere in the chaotic city life.",5,POSITIVE
2651,Trip Advisor,Peaceful Place,6/30/2015,Peaceful Place,Marvelous temple with so much neatness. Entry to the temple is very systematic without any hassle. All facility inside the temple,5,POSITIVE
2652,Trip Advisor,Pedro A,4/15/2017,Nothing more,"bureaucratic place, necessary to take the shoes and leave specific and paid sites ... you can not get to them in the backpack. The landscape (for photos) is not very good because the temple is behind several walkways with poly carbonate cover, which impoverishes the other location. Its interior is beautiful.",3,NEUTRAL
2653,Trip Advisor,Pedro M,7/4/2016,"Krishna Awareness temple""","Great and spiritual temple. Be ready to ear and participate of the hindu tradition.. Good place to learn a lot about religion and spiritualism, and to buy some nice souvenirs. Great vibe as you can witness live chanting and instrument play on the actual praying room. Fridays are very auspicious days so if you can be sure to save some time to visit... Very recommended--- :)",5,POSITIVE
2654,Trip Advisor,peerr2017,1/30/2017,Peaceful place.,"I enjoyed this place. Vast complex. Neat and clean. Bought some mithai from here to take home for some devotee friends. We ended up consuming all of it while on our journeys. It was good, and tasty. Luckily we picked up more mithai in Mumbai.",5,POSITIVE
2655,Google + HK HILL,Peeyush107,12/29/2015,Divine Experience,"Recommended to visit this place at around 7:45 PM in night when Aarti is done. During Diwali period they organize deepotsava, its worth visiting at that time.",5,POSITIVE
2656,Trip Advisor,pepr p,6/24/2016,Tourist attraction,"The temple is one of the finest and bit latest attraction in Bangalore.Known for modern architecture,clean interiors and serene calmness adds to the delight of the tourist. Has ample parking facility inside the temple .The priests speak excellent English,very helpful.Photo and videography prohibited.",3,POSITIVE
2657,Trip Advisor,Perla T,6/14/2017,NA,Was very relaxing and interesting visit!,5,POSITIVE
2658,Trip Advisor,pestry,7/29/2017,Place to pray,"Sit relax pray even the view from the temple is awesome,you will book fare inside where you can avail different kind of religious book,live counters.",5,POSITIVE
2659,Trip Advisor,peter_biber,8/20/2014,Nice temple but very commercialized,"The ISKON temple in Bangalore is still one of the must-see´s in the city. I personally like the temple because of its design, it is really awesome with how much effort this temple was built recently. However it really got more and more commercialized and I meanwhile feel the overdo the commerce inside of the temple. The temple is impressive, but the guys selling the books next to the are where the prayers are done disturb the procedure from my point of view. It is good to know that the money spent is used for the poor to provide poor kids with meals, but at the same time quite some amount is also used to built further impressive temples. If at the end this helps the poor it is fine. The gold statues inside are really impressive. If you go there as a foreigner, note that cameras inside are not allowed (once I was allowed to take it with me, once I had to leave it with the driver - so you need to have trust in your Rikshaw driver). Same applies for shoes, you either leave it outside of the temple or with the driver as inside people are only allowed to walk with bare foot. The temple even provides some free meal. Be cautious as it can be quite spicy. I usually buy some souvenirs or scents at the temple, things are reasonably priced, so there you do not get cheated and you can make a bargain on some items while supporting the temple and the poor. I would anybody also recommend to visit the Shiv Mandir temple next to the Leela Hotel on Old Airport Road. It provides a nicer spiritual experience. The Bull temple is nice as well (but much smaller and it does by far not provide the same spiritual experience as the Shiva Mandir or the ISKON) and somehow the guys there always try to rip me off. Visited October 2013",4,MIXED
2660,Trip Advisor,peter19530917,3/14/2017,A temple of Beauty and wonder,My trip to the temple was both awe inspiring and spiritually uplifting. The energy is electric and the beauty and architecture inside is so beautiful and the chanting and prayers soulful. The murthis are a work of art and i left feeling spiritually uplifted !,5,POSITIVE
2661,Trip Advisor,PeterBrown B,12/11/2013,calm and serene,Went there with a friend who wanted to show me around the place. Good and interesting place with calm and serene atmosphere,4,POSITIVE
2662,Google + HK HILL,Petr V,8/13/2015,?Must visit!?,"This is one of the places you simply can't miss in Bangalore! Please remember that, you are not allowed to enter the complex with camera. (But you can have it stored).",5,POSITIVE
2663,Google + HK HILL,PG-Dwarka,6/30/2015,Hare Krishna - Hare Rama,"A brilliant piece of work, Sprawling campus with over bridges and proper arrangements for Darshan, You may also get free bhog at afternoon from 11.30 - 2.00 pm. Evening aarti is a must see.",5,POSITIVE
2664,Trip Advisor,pgrd123,3/8/2017,ISKCON Temple,Devotional place ..spacious .nice view from temple top of the city. Lots of foods to eat inside temple . Well maintained-neat and clean,3,POSITIVE
2665,Trip Advisor,phaneeshwar M,8/10/2017,NA,It is a beautiful place to worship and know more about importance of our life. After visiting there I understood the true importance of life and how to utilize it efficiently by serving to Lord.,5,POSITIVE
2666,Trip Advisor,Phani K,12/22/2016,Lovely,Excellent temple but too many stairs and poorly managed during rain and can be hazardous. Also needs wheel chair access to help all devotees get to the core temple!,5,POSITIVE
2667,Trip Advisor,phanisaila,10/28/2014,excellent place to visit,the ambience of the temple is excellent and we will get good spiritual feeling by visiting this temple. but this is little far from the city centre. Visited October 2014,4,POSITIVE
2668,Google + HK HILL,phlacharya,7/30/2013,Experience the love of God,"This is a wonderful place to visit, where you will experience the ecstacy of the divine love of Lord Sri Krishna.This is my experience as i have been visiting this Temple every year on my birth day for the past many years. Stand before Lord Krishna for five minutes during arthi,you will forget yourself and start dancing to the rhythm of Bhajans going on continuously.The temple is on a natural hillock in Rajajinagar extension,built with a blend of modern and traditional style. This is a place you cannot aford to miss to see the Bhakti movement/culture of Hindu tradition.",5,POSITIVE
2669,Trip Advisor,picasa145,7/19/2017,Temple,Devotional place. Nice view . One good place for tourists when visiting Bangalore. Radha krishna temple,5,POSITIVE
2670,Trip Advisor,Pidugu Krishna Chaitanya,1/18/2015,,Fantastic of all ISKCon,5,POSITIVE
2671,Trip Advisor,PILOT_005,8/3/2015,?Clean Temple?,"You will like the place because of 2 things, 1. cleanness and 2. Chanting of hare krishna hare rama.",5,POSITIVE
2672,Facebook,Pinaki B,8/19/2016,Peace atop a hill,"Wow. Peace can never be an exaggeration. You sit quietly inside the temple hall and just look at the magnanimity of the temple architecture all draped in marble. But the richness though does not take away the eloquence and the soul of the place. And when you consider the meandering narrow road to the entrance of this temple, you can help but compare it with the hardships that we need to endure before we rise to meet the One. There is enough car parking space atop the hill. The roads have been planned and well maintained here. We had a great evening watching the city scape from this hill.",4,POSITIVE
2673,Trip Advisor,Pinaki B,8/22/2016,Peace atop a hill,"Wow. Peace can never be an exaggeration. You sit quietly inside the temple hall and just look at the magnanimity of the temple architecture all draped in marble. But the richness though does not take away the eloquence and the soul of the place. And when you consider the meandering narrow road to the entrance of this temple, you can help but compare it with the hardships that we need to endure before we rise to meet the One. There is enough car parking space atop the hill. The roads have been planned and well maintained here. We had a great evening watching the city scape from this hill.",4,POSITIVE
2674,Trip Advisor,Pinaki Roy,5/14/2017,NA,A place where u find a peace of mind.Its awesome place.,5,POSITIVE
2675,Trip Advisor,pinaki50,3/16/2017,Divine discipline,"Located in north Bangalore this temple sprawling over a large expanse firstly strikes one with the cleanliness n the social discipline as shown by everyone visiting n paying obeisance to the deities. There is no mad scramble, no jostling n yelling as devotees quietly await their turn in a queue either silent or talking softly. One can easily spend a couple of hours in these divine environs.",4,POSITIVE
2676,Trip Advisor,pinks-d-traveler,9/11/2016,Beautiful,"Beautifully made. you will feel peaceful there. Good place for religious or non religious people. Free prasad available. Be aware of buying anything there, as too costly.",3,MIXED
2677,Trip Advisor,pinksvmon,5/22/2017,WOW,"its a must for all family who visits Bangalore as it not only gives you fanatic and charismatic views but also give one a very bless full, spiritual peace of mind.a",4,POSITIVE
2678,Trip Advisor,PinkyBose140,7/31/2013,A Place of Tranquility,"DO visit this place if you are in Bangalore - besides the religious aspects, the cool & serene environment will calm your mind. Be prepared to walk a fairly long distance !!",4,POSITIVE
2679,Trip Advisor,Pippasmum_12,4/27/2016,Useful information for people from overseas,"Let's start with useful advice for visitors from overseas I was directed to a separate entrance and then following the barriers ended up ahead of the devotees which felt a bit awkward. However the 300 rupee entrance seemed to be paying for this and also a bag of Indian sweets/ biscuits and a free devotional book !I was prayed over and made to feel welcome despite being a woman visiting on her own. There are notices saying no photography or cameras and in fact my camera had to be left with security even though I would not have used it. as is normal in Hindu temples no shoes , but it is not clear where to leave them although there is in fact a large cloakroom for them. I f you get lost the ground can be scorching as you find your way - take socks. I accepted the free rice and tried to eat correctly but failed miserably. It felt rude to refuse. There are lots of things to buy but you do not have todo so and I never felt pressurised. I have seen similar goods in many western cathedrals. But. The temple itself is spectacular and it is possible to have some time of quiet reflection and I accepted the prayer said over me in the spirit it was intended. This an experience not to be missed.",5,POSITIVE
2680,Trip Advisor,Pithva_Rajan,8/6/2016,Mix review,"When you enter, you will find a old guy with long Tilak on his forehead. He is a good sales man. He will show you 3 different prasad scheme. If you refuse to select anyone of that scheme then you have to go to general line, which will take 1-2hrs to reach main temple, up on hill. But I had choose Rs.300 scheme, which offers you following things 1) 2 ladoos as prasad, which you can bring with you and can share with your family/frinds. 2) they will give you Rs.80 coupon. If you want to buy from bookstall then this will be use as redeem coupon on total bill. 3) you will be a part of Aarti. 4) You will be in VIP line. Which only take 20 min to reach main temple. I was convinced by last point only all other are like accessories. This was their business part. Now when you enter to main temple, suddenly your behavior and mind will change. Atmosphere is pleasant. Photography is not allowed so .. I liked thier Bhajans so instead of buying books I bought CDs for Bhajans . I recommend to choose any offer of that sales man.",3,MIXED
2681,Trip Advisor,piushsharma,3/3/2017,Peace in IT city.,"Looking for peace in IT City, this is the right place. Very neat and clean. Architecture is magnificent. Prefer to go early morning.",5,POSITIVE
2682,Trip Advisor,Piyush K,8/6/2016,Peaceful,"Clean and Beautiful place with Peace. Post darshan, we all directed towards IISC - one of the best collage campus.",4,POSITIVE
2683,Trip Advisor,pkembro,3/18/2016,"Impressing, but commercial","We had a one and a half hour visit to the temple. Time was spent on queuing, shopping and (maximum a third of the time) on just ""being there"". We were offered the "" special "" tour, meaning it was not free admittance and that we were going on shopping tour inside the temple. The temple itself is impressive and we spent 15 minutes to just sit down and participate in praying.",3,MIXED
2684,Trip Advisor,Pkgoswamee,6/15/2016,"The home of the All Beautiful, Supreme Lord","There is something unique about the concept of Darshan. When we go to temples we go so that we can see the Lord and for him to see us. The sight of our dear Lord purifies us, strengthens us, brings us closer to Him. Sri Krishna, the supreme Lord in his grace, out of pure love for us his devotees allows us to approach easily to establish a loving relationship with him. ISKCON and Srila Prabhupad have done a great favour to humanity by establishing the Hare Krishna temples so that we may have an easy access to Lord Krishna. The temple in Bangalore is an amazing piece of architecture no doubt, but my attachment to the place rests in the fact that it is one of the great places where you can go and chant Mahamatra, sing Kirtans and have the lord's Darshan to your hearts content. I love every second I spend there.",5,POSITIVE
2685,Google + HK HILL,PKS519,8/1/2013,A different spiritual experience,"This is one temple where one is impressed by the sanctity of the temple, its holiness and its cleanliness. There are no beggars or middleman .The idols are beautiful to behold. Access is good for senior citizens and disabled too.",4,POSITIVE
2686,Trip Advisor,Placid79,2/27/2015,Beautiful Temple,"Beautiful temple, stucked in a corner in Benguluru. Loved the Prasadam there. Must visit for those tarvelling to Bengluru",4,POSITIVE
2687,Trip Advisor,Plamena Andreeva,8/26/2016,NA,A must visit place when you are in Bangalore. Weekdays are preferable if you are a tourist. You can combine it with v...,5,POSITIVE
2688,Trip Advisor,plpalani,10/4/2015,Amazing temple,This temple is much different from the other ISKCON temples I have visited. This is a blend of South and regulat ISKCON architecture. There are many Perumal sannidhis like in any South Indian temples. But the main Radha Krishna- Chandra idols are like in other ISKCON temples. There are too many shops inside the main temple.... One is forced to go through all of them. But over all a great experience http://www.tripadvisor.in/ShowUserReviews-g297628-d325162-r316022434-ISKCON_Sri_Radha_Krishna_Chandra_Temple-Bengaluru_Bangalore_Karnataka.html#,5,POSITIVE
2689,Trip Advisor,PN V,7/12/2017,Grand Temple; one of the best offerings from ISKCON,ISKCON has created a chain of wonderful temples all over the world and this one in Bangalore should be one of the grandest. The quality of Puja is extraordinary and the crowds are genuine devotees. A great experience,4,POSITIVE
2690,Google + HK HILL,pnaik7,6/16/2016,Temple,This is very silent place and good temple.. family should visit.. I visited so many times and liked this. You can have peaceful environment.. I would recommend this for everyone. All the services and systems are really good.,4,POSITIVE
2691,Facebook,pnssnp,3/29/2017,a sight to behold,"like most iskcon temples, this one too is worthy of being on a sightseer's list, more so because it is located on a hill, which makes it a sight to behold at night with all the lights. then it looks like a sort of 'hanging temple'",5,POSITIVE
2692,Google + HK HILL,Podichti SRINIVASA CHARYULU,5/31/2017,NA,Excellent,5,POSITIVE
2693,Trip Advisor,Polamarasetty GiRi Babu,1/10/2017,NA,Peaceful place.. I got mind relaxation... in front of Lord Krishna....,5,POSITIVE
2694,Google + HK HILL,Polepally Giridhar,2/3/2017,NA,With their modern way of worship its unique and One of the largest among ISKCON temples I have visited.,4,POSITIVE
2695,Trip Advisor,poltergiest,7/25/2016,"Great temple, very well kept and fantastic food!!! Loved everthing about the place","This is one of the cleanest temple I have seen. The Arti was mind boggling!!! The snacks and food on the way down - arranged in small stall like set up - was just superb...... Packed some sweets and snacks from there and had dinner at their ""Higher taste restaurant"". The restaurant has 4 star level set up..... Served pure vegetarian ang (Higher) tastry food....... Enjoyed every bit of it. A model which many temples in India should follow...",5,POSITIVE
2696,Trip Advisor,Polur Chaitanya,10/14/2016,NA,Great place,5,POSITIVE
2697,Google + HK HILL,Poonam S,7/10/2017,A must see in Bangalore. Cool clean and spiritual,I have been there many times. Always impresses me. You will need at least 2 to 3 hours if you want to experience the place totally. They serve great satvick prasad as well. You can also buy snacks.,5,POSITIVE
2698,Trip Advisor,Poonam T,6/25/2016,Worth it,Its a must to visit. One of the places that should be on your list when you head to Bangalore. Deities are so pretty and it is also peaceful.,5,POSITIVE
2699,Google + HK HILL,Poorani,12/31/2016,NA,"Hare Krishna , hare rama",5,POSITIVE
2700,Trip Advisor,Poornima M,6/14/2017,Religious place,"It is a religious place, clean and well maintained. It is very crowded on weekends and public holidays.",5,POSITIVE
2701,Trip Advisor,Poovarasu A,6/12/2016,NA,"One of the top best spirituality places to visit in Bangalore,that includes Krishna Temple,Meditation place,shopping,...",5,POSITIVE
2702,Google + HK HILL,PORhibido,4/20/2013,Chris H at Commerce,"This measure is a branch of the International Society for Krsna Consciousness. (International Society for Krishna Consciousness: ISKCON) the largest in the world. Agree that the spectacular and magical. Idol worship and to sacrifice. (There is a similar measure for our guests), but when I walked out. Depressed fall from heaven to hell. To go through hundreds of shops and restaurants. This is a Sikh temple or shopping together. Maze is a long corridor It took a walk over. Dad throws shoes at the door to pay for it. Everything is money out ... anyone preparing to take photos. Keep it in the car because a scanner like the airport. If the attached To claim that the movie does not I do not want to ... I need to travel out of town for hours. (Traffic from the construction of the train), this measure is not worth it to visit.",2,NEGATIVE
2703,Trip Advisor,Potla,4/16/2013,Simply amazing,There are no words to explain the mystifying experince at the Radha Krishna ISKCON temple. First of all it is huge but the arrangements are fantastic. Leaves you spellbound as you move around. Had a chance to see the evening aarti. There are lot of items to shop for at the temple. Must visit.,5,POSITIVE
2704,Facebook,Poulami dey,1/5/2017,NA,Nice place...reminds me the ISKCON temple at Mayapur,5,POSITIVE
2705,Google + HK HILL,Pr4sh4nt,4/24/2017,Visit with family!,"The temple is good place to spend a peaceful evening. It is well managed, clean and the also offer food at certain times of the day.",5,POSITIVE
2706,Google + HK HILL,Pra Prakasha Devanahalli,7/15/2015,,My dreems all and all belssing too hare Krishna. Thank. You,4,POSITIVE
2707,Google + HK HILL,Prabhakar Rao,6/3/2017,NA,Nice devotional experience,5,POSITIVE
2708,Trip Advisor,Prabhakaran Nair,7/8/2017,NA,EXCELLENT,5,POSITIVE
2709,Google + HK HILL,prabhat ranjan,6/13/2017,NA,Everything is fine and a peaceful environment. But TBH I don't like temples,4,NEGATIVE
2710,Trip Advisor,Prabhat S,6/16/2017,Hare Krishna Hare Rama,"This temple, like any other ISKCON temple, is beautiful. Queues are minimum but gets little crowded during weekends. Prasad is awesome. One starts chanting ""Hare Krishna Hare Rama' as soon as one gets inside",5,POSITIVE
2711,Google + HK HILL,Prabhu Manigar,2/2/2017,NA,Hare Krishna Hare Krishna Krishna Krishna Hare Hare Hare Rama Hare Rama Rama Rama Hare Hare,4,POSITIVE
2712,Trip Advisor,Prabhu2610,2/24/2016,Hill top divine experience,"The International Society for Krishna Consciousness (ISKCON) temple is huge cultural complex that was inaugurated in 1997 to carry out the vision of His Divine Grace A.C. Bhaktivedanta Swami Prabhupada, the Founder-Acarya of ISKCON to promote Vedic culture and spiritual learning. The temple is built on huge hilltop.",5,POSITIVE
2713,Trip Advisor,Prabin Babu,7/21/2017,NA,Good place to visit. Clean and calm. Also places available to buy souvenirs and food items also. A place to visit if in bangalore.,5,POSITIVE
2714,Trip Advisor,Prabin1007,12/29/2016,Best ISKCON,Its very big one... Best among i visited... Arati is must to be experienced. Divine environment. You will love it for sure.,4,POSITIVE
2715,Google + HK HILL,Prabir D,6/9/2017,Peace of mind.,Generally evening time is good to visit this place. The evening arti is awesome. And after that do visit the temple back side. Lots of thing you can check out there.,5,POSITIVE
2716,Trip Advisor,praddy2015,5/4/2017,An architectural grandeur,"The serenity and beauty of this place has been marred by its commercialization....but yes, it can be visited once if you appreciate architecture. Avoid visiting on special occasions because the crowd gets too suffocating.",4,NEUTRAL
2717,Facebook,Pradeep K,5/7/2017,NA,Iskcon one of the popular Krishna temple,5,POSITIVE
2718,Google + HK HILL,Pradeep K,8/26/2016,smart krishna,"very beautifull and very peacefull place in bangalore, i am very beloved one, i am full happy to see this place",5,POSITIVE
2719,Trip Advisor,Pradeep Kumar,9/29/2016,NA,"Hare Krishna Hill in Bangalore is a reflection of Spiritual world, through association with Devotees, participating in festivals and by rendering little devotional service there one can Experience Krishna's personal presence. Its amazing..",5,POSITIVE
2720,Trip Advisor,Pradeep Kumar,1/26/2017,NA,Its like 5 star temple.. even divinity has a class here.. you should go through restaurants to exit this temple which...,1,NEGATIVE
2721,Google + HK HILL,Pradeep-hj,5/23/2017,Peace full place,"You can feel the peace as soon as you enter into the temple, its a good place for presence of mind. but iskcon is a commercial place with lots of shops.",4,NEGATIVE
2722,Trip Advisor,Pradeepti A,1/7/2017,Awesome temple,"No words to define the divinity of the place. Have been here more than 8 times. Just love the place!!!!!!!! Must visit for all interested in a bit of spiritual experience with beauty, calm n serenity.",5,POSITIVE
2723,Google + HK HILL,Pradhan Makam,3/1/2015,,"A good place for relaxation and to be blessed :"")",4,POSITIVE
2724,Google + HK HILL,pradipalaskar,1/28/2015,Very Nice Temple,One Must Visit this place. Very Beautiful place. This Temple offers you that peace that one looks for,5,POSITIVE
2725,Google + HK HILL,PRADIPTA BASU,3/12/2017,NA,A place to bring your Mind at peace,4,POSITIVE
2726,Google + HK HILL,Praful K M,5/18/2017,NA,Huge temple and very modern infrastructure. Loved it,5,POSITIVE
2727,Facebook,PRAFULLA KUMAR MALLICK,3/9/2017,NA,best place for worship,5,POSITIVE
2728,Google + HK HILL,Pragati Joshi,7/28/2017,NA,Beautiful place. Beautiful statue of Radha Krishna. Well maintained.,5,POSITIVE
2729,Google + HK HILL,Pragati Singh r,7/5/2017,NA,Awesome place to visit...magical environment which heals your mind and soul. Want to come one more time as the whole ambiance was so good and memorable.,5,POSITIVE
2730,Google + HK HILL,Pragyandeep Parida,6/16/2017,NA,It is a very god temple.it is clean and very beautiful.it is very disciplined the food is nice and delicious,5,POSITIVE
2731,Google + HK HILL,Pragyandeep Parida,7/27/2017,NA,It is a very good temple.it is clean and very beautiful.it is very disciplined the food is nice and delicious,5,POSITIVE
2732,Google + HK HILL,Prajwal Bhat,12/31/2015,,This temple gives me a bit of modern temple feel. There is a shop within this temple too. Not a place which I would like to visit again and again.,3,NEGATIVE
2733,Google + HK HILL,Prajwal Chinta,6/11/2017,NA,"Clean premises, friendly people and tasty food!",5,POSITIVE
2734,Google + HK HILL,Prajwal Murali,11/20/2016,NA,Very nice temple,4,POSITIVE
2735,Trip Advisor,prakash choudhary,3/15/2015,,Great and good a lord of krishna tample,5,POSITIVE
2736,Trip Advisor,Prakash creations,6/24/2017,NA,Nice place for trip,5,POSITIVE
2737,Google + HK HILL,Prakash D,9/27/2016,Sri Radha Krishan Chandra Mandir-Beautiful ISKCON Temple,"Iskcon Temple, Bangalore is spread across 7 acres of land and it is the one of largest Iskcon temples in the world. It The International Society for Krishna Consciousness is a devotional tradition based on the teachings of Bhagavadgita and the Bhagavat Purana (Srimad Bhagavatam). You can find 4 large gopurams for the temple each of them are connected through a glass canopy. The entire temple forms the ?Hari Naam Kirthan?, you can find gold plated Dwajastambha which is 17m high and also gold plated Kalash Shikara which is 8.5m high. Free tasty prasada is offered from morning till evening in the temple premises.",4,POSITIVE
2738,Facebook,Prakash P,6/27/2016,Peace of mind,"Best time to go for the morning or evening Arathi, get soaked in the chant and come back with a peace of mind... Excellent Prasad",5,POSITIVE
2739,Facebook,Prakash Prakash,6/4/2017,NA,Nice calm spiritual place. But should not be this much commercial,5,NEUTRAL
2740,Trip Advisor,Prakash Prakash,8/15/2015,,My All & All dreems in Hare krishna!,5,POSITIVE
2741,Trip Advisor,Prakash Shyam,1/20/2015,,It's a prabhu pad mission which help us to understand we r part and parcel of krishna,5,POSITIVE
